customer_id,churn_probability,risk_level,segment_name,key_risk_factors,recommendation_category,recommendation,priority,reason,hypothetical_intervention_impact
CUST-00137,0.5239,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($75.00),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00389,0.5235,Medium Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01680,0.5232,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-02301,0.5232,Medium Risk,High-Value Long-Term Power Users,No Tech Support Service; High Monthly Bill ($103.25); Fiber Optic Service Friction,Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Adding digital security features stabilizes account engagement.
CUST-03891,0.5231,Medium Risk,High-Value Long-Term Power Users,No Online Security Protection; High Monthly Bill ($109.25); Manual Electronic Check Payment,Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Adding digital security features stabilizes account engagement.
CUST-06337,0.523,Medium Risk,Loyal Low-Spend Long-Termers,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-02770,0.5227,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00433,0.5227,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-03699,0.5225,Medium Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-05416,0.5222,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-05048,0.5221,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-05470,0.5221,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-06135,0.5219,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-03990,0.5218,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-02437,0.5217,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($73.55),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-03059,0.5214,Medium Risk,High-Spend At-Risk Onboarders,No Tech Support Service; No Online Security Protection,Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Adding digital security features stabilizes account engagement.
CUST-03962,0.5213,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00912,0.5211,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-05505,0.521,Medium Risk,High-Value Long-Term Power Users,No Tech Support Service; No Online Security Protection; High Monthly Bill ($88.40),Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Adding digital security features stabilizes account engagement.
CUST-00483,0.521,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-03484,0.521,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00034,0.5204,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-02385,0.52,Medium Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-04361,0.5197,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($89.45),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-04285,0.5193,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00917,0.518,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($75.40),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-02843,0.5179,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-06991,0.5179,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($93.60),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-04461,0.5178,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Online Security Protection; High Monthly Bill ($78.20),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01208,0.5177,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-02672,0.5173,Medium Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Online Security Protection; High Monthly Bill ($105.40),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01328,0.5173,Medium Risk,High-Value Long-Term Power Users,No Tech Support Service; No Online Security Protection; High Monthly Bill ($99.50),Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Adding digital security features stabilizes account engagement.
CUST-01243,0.517,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; No Tech Support Service; Manual Electronic Check Payment,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-05305,0.5168,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00524,0.5167,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-05136,0.5164,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); Manual Electronic Check Payment,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-02184,0.5164,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-03224,0.5162,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00823,0.516,Medium Risk,High-Value Long-Term Power Users,No Tech Support Service; No Online Security Protection; High Monthly Bill ($103.10),Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Adding digital security features stabilizes account engagement.
CUST-06467,0.516,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01016,0.5159,Medium Risk,High-Spend At-Risk Onboarders,Short Tenure (<= 12 months); No Tech Support Service; No Online Security Protection,Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Adding digital security features stabilizes account engagement.
CUST-02879,0.5156,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-04324,0.5152,Medium Risk,High-Spend At-Risk Onboarders,No Tech Support Service; No Online Security Protection; High Monthly Bill ($84.05),Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Adding digital security features stabilizes account engagement.
CUST-01812,0.515,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-06603,0.515,Medium Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-04718,0.5147,Medium Risk,High-Value Long-Term Power Users,High Monthly Bill ($110.70); Manual Electronic Check Payment; Fiber Optic Service Friction,Service Engagement,Promote automatic bank transfer or credit card auto-pay with a one-time $10 account credit.,Medium,Manual electronic check payments exhibit higher historical churn rates. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Switching to automated payments reduces estimated risk.
CUST-04527,0.5146,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($73.75),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-04329,0.5146,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00574,0.5146,Medium Risk,High-Value Long-Term Power Users,No Tech Support Service; No Online Security Protection; High Monthly Bill ($100.30),Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Adding digital security features stabilizes account engagement.
CUST-01025,0.5142,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01121,0.5142,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-04341,0.5141,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-02527,0.514,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01373,0.5137,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01813,0.5137,Medium Risk,High-Spend At-Risk Onboarders,No Tech Support Service; No Online Security Protection; High Monthly Bill ($96.65),Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Adding digital security features stabilizes account engagement.
CUST-00116,0.5136,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01231,0.5132,Medium Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01802,0.5131,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00766,0.513,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01704,0.5129,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-05261,0.5129,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($90.65),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-06162,0.5129,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-01075,0.5125,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00782,0.5124,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-04892,0.5124,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-06150,0.512,Medium Risk,New Low-Spend Basic Customers,Short Tenure (<= 12 months); No Tech Support Service; No Online Security Protection,Security Awareness,Send digital security awareness email campaign highlighting bundled online backup and security features.,Medium,Product ecosystem adoption is low; customer lacks security add-ons.,Adding digital security features stabilizes account engagement.
CUST-05001,0.512,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-05208,0.5119,Medium Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability.,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-03659,0.5114,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00442,0.5111,Medium Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($101.55),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-00408,0.511,Medium Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
CUST-03275,0.5107,Medium Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Online Security Protection; High Monthly Bill ($105.10),Contract Review,Send automated contract upgrade promotion offering a $5/mo discount for converting to an annual contract.,Medium,Flexible month-to-month contract presents potential mid-term churn vulnerability. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Upgrading to a 1-Year contract reduces estimated risk into the Low Risk category.
